id,name,text,trans
6010002020010,智代子,と、とにかくやり切りましたー……！,"어, 어떻게든 해냈어요ㅡ……!"
0000000000000,プロデューサー,お疲れ様。どうだった？,수고했어. 어땠어?
6010002020020,智代子,はいっ、すごく楽しかったです！,"넵, 정말로 즐거웠어요!"
6010002020030,智代子,"感謝祭、本番はもっとパワーアップするんだよなぁ
って思ったら、今からもう楽しみで……！","감사제, 본방은 더욱 파워 업 하는 거구나아, 
라고 생각했더니, 벌써 기대되어서……!"
6010002020040,智代子,"そのためには、まだまだ直さなきゃいけないところも
あるとは思うんですけど……","그걸 위해서는, 아직 고치지 않으면 안 되는 것도 
있다고 생각하지만요……"
6010002020050,智代子,"でも、だからこそ、今日からまた頑張ろう！
って思えました！","그치만, 그렇기 때문에, 오늘부터 또 힘내자! 
라고 생각하게 되었어요!"
0000000000000,プロデューサー,お、やる気充分だな,"오, 의욕 가득이구나"
6010002020060,智代子,はいっ！,네!
6010002020070,智代子,"……だからみんなとの自主練の時間も、
もうちょっと取れたらいいんですけどー……","…… 그러니까 모두와의 자율연습 시간도, 
조금만 더 잡히면 좋겠지만요ㅡ……"
0000000000000,プロデューサー,"行き帰りに時間がかかるのは仕方ない
気負わず気にせずだぞ、智代子","이동에 시간이 걸리는 건 어쩔 수 없어 
너무 신경쓰지 말라고, 치요코"
0000000000000,プロデューサー,"俺も夏葉とスケジュールを見てみるから
無理しない範囲で調整していこう","나도 나츠하도 스케쥴을 보고 있으니까 
무리하지 않는 범위에서 조정해보자"
6010002020080,智代子,"……はい、プロデューサーさん
ありがとうございます","…… 네, 프로듀서님 
감사해요"
6010002020090,智代子,また相談させてくださいね！,"다음에 다시, 상담 부탁드릴게요!"
info,produce_events/601000202.json,
译者,,
