id,name,text,trans
3015009020010,甜花,あ、あうう……,"아, 아우우..."
3015009020020,甜花,びしゃびしゃ……,축축......
3015009020030,甜花,これじゃ……事務所、入れない……,"이래선... 사무소, 못 들어가..."
3015009020040,甜花,どうしよ……,어쩌지...
3015009020050,？？？,──甜花ちゃん！？,──텐카쨩!?
3015009020060,甜花,"あ……
千雪さん……？","아...
치유키씨...?"
3015009020070,千雪,"大変、びしょびしょ！
すぐにタオルを持ってくるから、ちょっと待っててね……！","큰일났구나 흠뻑젖었네!
금방 타올 가져올테니까, 잠깐만 기다려...!"
3015009020080,甜花,あ、あう……,"아, 아으..."
3015009020090,甜花,あ、ありがと……千雪さん……,"고, 고마워... 치유키씨..."
3015009020100,千雪,"ううん……！
寒くない？","아니야...!
춥지않아?"
3015009020110,甜花,"だ、大丈夫……
千雪さん……タオル、持ってきてくれたから……","괘, 괜찮아...
치유키씨... 타올, 가져다줬으니까..."
3015009020120,甜花,"紅茶も……ありがと……
……あったかい……","홍차도... 고마워...
...따뜻해..."
3015009020130,千雪,"よかった……
──急に降り出したもんね","다행이다...
──갑자기 비가 쏟아져버렸네"
3015009020140,甜花,"うん……
あとちょっとで……事務所だったのに……","응...
앞으로 조금이면... 사무소였는데..."
3015009020150,甜花,……千雪さん、大丈夫だった……？,"...치유키씨, 괜찮았어...?"
3015009020160,千雪,"ふふ、ありがとう
私は折り畳み傘、持ってたから","후후, 고마워
나는 접는우산 가져왔으니까"
3015009020170,甜花,折り畳み傘……？,접는 우산...?
3015009020180,千雪,"うん
夜まで降らないって予報だったけど……","응
저녁까지 내리지는 않는다고 예보에서 말했지만..."
3015009020190,千雪,念のためって思って,만의 하나라고 생각해서
3015009020200,甜花,"す、すごい……！
千雪さん、準備ばっちり……！","대, 대단해...!
치유키씨, 준비 완벽해...!"
3015009020210,千雪,ふふふっ、褒められちゃった,"후후훗, 칭찬 받아버렸네"
3015009020220,甜花,"て、甜花も……
折り畳み傘……！","테, 텐카도...
접는 우산...!"
3015009020230,甜花,……………………,.........
3015009020240,甜花,…………………………………………,............
3015009020250,甜花,"……あう……
すぐ、なくしちゃいそう……","...아으...
금방, 잃어버릴것 같아..."
3015009020260,甜花,あと……毎日持ってくの……忘れそう……,그리고... 매일 들고다니는거... 까먹을 것 같아...
3015009020270,千雪,"確かに……
いつも持ってなきゃ、意味ないのよね","확실히...
항상 들고 다니지 않으면 의미가 없겠네"
3015009020280,千雪,──あ、マスコットをつけてみるとか？,"──아, 마스코트를 붙여본다든가?"
3015009020290,甜花,マスコット……？,마스코트...?
3015009020300,千雪,"うん
何か、一緒にいてわくわくするような──","응
뭔가, 같이 있으면 두근두근 하는──"
3015009020310,千雪,甜花ちゃんが好きなものを傘につけるの,텐카쨩이 좋아하는걸 우산에 다는거야
3015009020320,甜花,"好きなもの……マスコット……
……デビ太郎……！","좋아하는 것... 마스코트...
...데비타로...!"
3015009020330,千雪,わぁ、そうそう……！,"와아,그래 맞아...!"
3015009020340,千雪,デビ太郎さん、いますかー……って,"데비타로씨, 계신가요─... 라고"
3015009020350,甜花,"で、デビ太郎と一緒なら……
忘れないかも……！","데, 데비타로하고 함께라면...
안 잊어버릴지도...!"
3015009020360,甜花,……………………,............
3015009020370,甜花,"も、もし……
また、急に……雨が降って……","호, 혹시...
또 갑자기... 비가 내리면..."
3015009020380,千雪,え？,어?
3015009020390,甜花,"甜花が……ばっちり傘、持ってて……
なーちゃん、入れてあげて……","텐카가... 제대로 우산 들고...
나쨩, 들어오게 해서..."
3015009020400,甜花,"そしたら、なーちゃん……
かっこいいって……思って、くれるかな……","그러면, 나쨩...
멋지다고... 생각해, 주려나..."
3015009020410,千雪,"……ふふっ
うん、きっと思ってくれる","...후훗
응, 분명 그렇게 생각할거야"
3015009020420,千雪,それで、すっごく喜んでくれる……！,그리고 엄청 기뻐할거야...!
3015009020430,甜花,…………！,......!
3015009020440,甘奈,"──わあ、甜花ちゃんすごーい……！
準備ばっちりで、めーっちゃかっこいいよ！","─와아, 텐카쨩 대단해...!
준비 확실하고 엄청 멋져!"
3015009020450,甜花,……にへへ……,...니헤헤...
3015009020460,甜花,"て、甜花も……
折り畳み傘、する……！","테, 텐카도...
접는 우산, 할래..!"
3015009020470,千雪,うん……！,응...!
3015009020480,甜花,"ち、千雪さんも……！
傘、忘れたら……入れてあげる……！","치, 치유키씨도...!
우산, 잊어버리면... 들어오게 해줄게...!"
3015009020490,千雪,"わぁ、いいの……！
それじゃあ、わざと忘れたくなっちゃうなぁ","와아, 괜찮아...?
그러면, 일부러 잊어버릴까"
3015009020500,甜花,"にへへ……
……あ……","니헤헤...
...아..."
3015009020510,甜花,やんだ……,맑아졌다...
3015009020520,甜花,"…………
……にへへ……","......
...니헤헤..."
3015009020530,甜花,あーめあめふーれふーれ……,비가─ 비가─ 주륵 주륵
3015009020540,甜花,"にへへ……
はーやくー降れー……","니헤헤...
빨─리 내려라─..."
info,produce_events/301500902.json,
译者,,
