id,name,text,trans
3003010020010,灯織,──いきます！,갑니다!
3003010020020,灯織,タイミングが合うまで、必要以上に生地はいじらない──,"타이밍이 맞을 때까지, 필요 이상으로 반죽은 건드리지 않고"
0000000000000,灯織,ここぞという時に……手首を使って回転……！,이때다 싶을때...... 손목을 사용해서 회전......!
3003010020030,めぐる,"わぁっ、灯織すごい！
お店の人みたーい！","와앗, 히오리 대단해!
가게 주인 같아!"
3003010020040,灯織,"まだ油断はできない……
ちゃんと丸くなるように、何度かひっくり返さないと……","아직 방심할 수 없어......
제대로 동그래지도록, 몇 번이고 뒤집지 않으면......"
3003010020050,めぐる,"うーん……！
たこ焼き、一筋縄ではいかないんだね……！","응!
타코야키, 쉬운 게 아니구나......!"
3003010020060,灯織,うん……！,응......!
3003010020070,真乃,……ふふっ,......후훗
3003010020080,めぐる,真乃？,마노?
3003010020090,真乃,"ううん……っ
あのね、早く食べたいなぁ、楽しみだなぁって思って","아니......
그러니까, 빨리 먹고 싶네, 즐거워 보이네 라고 생각해서"
3003010020100,めぐる,！,!
3003010020110,めぐる,"えへへー、それはわたしも！
灯織店長！　焼き具合はいかがでしょうか！","에헤헤 그건 나도 그래!
히오리 점장님! 잘 구워졌습니까!"
3003010020120,灯織,"待って、焦らせないで──
生焼けで出すわけにはいかないから……！","기다려, 재촉하지마
덜 구워진 상태로 낼 수는 없으니까......!"
3003010020121,真乃＆めぐる,……！,......!
3003010020122,真乃＆めぐる,ふふっ,후훗
3003010020130,めぐる,"ごめんごめんっ
焦らずよろしくお願いしますっ","미안 미안
서두르지 않게 잘 부탁드립니닷"
3003010020140,真乃,お願いしますっ,잘 부탁드립니다
3003010020150,灯織,"……うん……！
──あ","......응......!
아"
3003010020160,灯織,かしこまりました、お客様,"알겠습니다, 손님"
3003010020161,一同,……ふふっ,......후훗
3003010020170,めぐる,"はふはふっ……
……んっ、美味しーい！","후우 후우......
......응, 맛있어!"
3003010020180,真乃,本当……っ,정말......
3003010020190,めぐる,"外はカリカリで、中はふわふわです！
店長さんっ","겉은 바삭, 속은 촉촉합니다!
점장님"
3003010020200,真乃,"あつあつとろとろです
店長さんっ","따끈따끈 쫀득쫀득입니다
점장님"
3003010020210,灯織,ならよかったです──,그거 다행입니다
3003010020220,灯織,ふふ,후후
3003010020230,めぐる,"この間の撮影の時も思ったけど、
灯織、やっぱり料理上手だよね","저번 촬영 때도 생각했지만,
히오리 역시 요리 잘하는구나"
3003010020240,灯織,上手っていうほどじゃ……,잘한다고 할 정도는......
3003010020250,めぐる,"謙遜謙遜！
もう粉物なんて完璧だよ！　粉物マスターだよ！","겸손은!
이제 분식은 완벽해! 분식마스터야!"
3003010020260,灯織,な、何そのマスター……,"뭐, 뭐야 그 마스터는......"
3003010020270,真乃,"めぐるちゃん、この前の撮影のインタビューでも
そう答えてたよね","메구루쨩 저번 촬영 인터뷰때도 
그렇게 말했지"
3003010020280,灯織,えっ,엣
3003010020290,めぐる,そうそう！,맞아 맞아!
0000000000000,めぐる,……あれっ、真乃なんで知ってるの？,"......어라, 마노 어떻게 알고 있는거야?"
3003010020300,真乃,"チェック用の原稿が届いたってプロデューサーさんが
言っててね、少し読ませてもらったんだ","체크용 원고가 도착했다고 프로듀서님이
말해주셔서, 조금 읽어봤어"
3003010020310,真乃,"ふたりのインタビュー、
どうなってるのか早く読みたくて……","둘의 인터뷰,
어떻게 했는지 빨리 읽고 싶어서......"
3003010020320,灯織,"そうだったんだ……
……それで、めぐる。粉物マスターって──","그랬구나......
......그래서, 메구루. 분식마스터라는 건"
3003010020330,めぐる,"『風野さんの撮影を見てどう思われました？』って
聞かれたから答えただけだよ？","『카자노씨의 촬영을 보고 어떻게 생각하셨나요?』라고
물어봐서 대답했을 뿐인걸?"
3003010020340,めぐる,"手際がいいし、実際に食べても美味しいし、
粉物マスターですねって","솜씨가 좋고, 실제로 먹어도 맛있으니까
분식마스터네요 라고"
3003010020350,灯織,……,......
3003010020360,灯織,"もんじゃ焼きとか……
人形焼きとかも、勉強しておくべきかな……","몬자야키나
닌교야키라든가 공부해야 하나......"
3003010020370,めぐる,そこまでしなくても！,그렇게까진 안해도 돼!
0000000000000,めぐる,灯織なら必要あればすぐ作れるようになると思うしっ,히오리라면 필요하다면 금방 만들 수 있게 될거라고 생각해
3003010020380,灯織,"でも、お好み焼きとたこ焼きだけじゃ
マスターには……","하지만, 오코노미야키와 타코야키만으로는
마스터라고 할 수가......"
3003010020390,真乃,ふふふっ……,후후훗......
3003010020400,めぐる,"そっ、それより！
わたし灯織のインタビューがどうだったか聞きたいな！","그, 그것보다!
나는 히오리의 인터뷰가 어땠는지 듣고 싶어!"
3003010020410,めぐる,質問とか覚えてる？,질문이라든지 기억해?
3003010020420,灯織,"え？　……えーと
『当日、くじで撮影のお題を決めた感想は？』とか","에? ......그러니까
『당일날 뽑기로 촬영의 주제를 결정한 소감은?』이라든가"
3003010020430,真乃,それは、共通の質問だったみたい,그건 공통 질문이었나봐
3003010020440,めぐる,"そっか、企画のメインだったもんね
灯織はなんて？","그런가, 기획의 메인이었으니까말야
히오리는 뭐라고 했어?"
3003010020450,灯織,"──前もっての準備があまりできなかったので、
不安に思う部分も多かったですが……","미리 준비할 수 없어서,
불안한 부분도 많았지만......"
3003010020460,灯織,"変わった撮影方法を、楽しみにしているところも
ありました──……とか……？","특이한 촬영방법을 즐길 수 있었던 부분도
있었습니다......라든가......?"
3003010020470,めぐる,"わぁっ、あの時の感じって
ちゃんと言葉にするとそうなるんだね！","와앗, 그 때의 감상을
제대로 말로 옮기면 그렇게 되는구나!"
3003010020480,めぐる,"わたし、ドキドキして楽しかったです！
みたいにしか言えなかったや","나는 두근두근거려서 즐거웠습니다!
같은 말 밖에 못했어"
3003010020490,めぐる,真乃はどう？,마노는?
3003010020500,真乃,"うん、私も……
ドキドキしちゃいましたって","응, 나도......
두근두근거렸습니다 라고"
3003010020510,真乃,"……あと、
心の準備が大変だったお題もありました、って","......그리고,
마음의 준비가 필요했던 주제도 있었습니다, 라고"
3003010020520,めぐる,"あはは、確かに！
まさかのお題だったもんね","아하하, 그렇네!
설마했던 주제였지만 말야"
3003010020530,めぐる,"あれだけは、
次があるなら先に教えておいてほしいかも","그 주제만은,
다음도 있다면 먼저 알려줬으면 좋겠네"
3003010020540,めぐる,……順番的には灯織かな？,......이 순서대로면 다음은 히오리인가?
3003010020550,灯織,"……そうだね
私になるんだったら先に教えておいてほしい","......그렇네
내가 하게 된다면 먼저 알려줬으면 좋겠어"
3003010020560,灯織,膝枕なんて、あがっちゃうから,"무릎베개라니, 긴장되니까"
info,produce_events/300301002.json,
译者,,
